index	name	height	weight	description	image
510	Liepard	3' 07"	82.7	Their beautiful form comes from the muscles they have developed. They run silently in the night.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png
511	Pansage	2' 00"	23.1	It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png
512	Simisage	3' 07"	67.2	It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png
513	Pansear	2' 00"	24.3	Very intelligent, it roasts berries before eating them. It likes to help people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png
514	Simisear	3' 03"	61.7	A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png
515	Panpour	2' 00"	29.8	The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png
516	Simipour	3' 03"	63.9	The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png
517	Munna	2' 00"	51.4	This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png
518	Musharna	3' 07"	133.4	The mist emanating from their foreheads is packed with the dreams of people and Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png
519	Pidove	1' 00"	4.6	This very forgetful Pokémon will wait for a new order from its Trainer even though it already has one.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png
520	Tranquill	2' 00"	33.1	Many people believe that, deep in the forest where Tranquill live, there is a peaceful place where there is no war.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png
521	Unfezant	3' 11"	63.9	Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png
522	Blitzle	2' 07"	65.7	When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png
523	Zebstrika	5' 03"	175.3	When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png
524	Roggenrola	1' 04"	39.7	Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png
525	Boldore	2' 11"	224.9	Because its energy was too great to be contained, the energy leaked and formed orange crystals.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png
526	Gigalith	5' 07"	573.2	The solar rays it absorbs are processed in its energy core and fired as a ball of light.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png
527	Woobat	1' 04"	4.6	Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png
528	Swoobat	2' 11"	23.1	It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png
529	Drilbur	1' 00"	18.7	It makes its way swiftly through the soil by putting both claws together and rotating at high speed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png
530	Excadrill	2' 04"	89.1	It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png
531	Audino	3' 07"	68.3	Using the feelers on its ears, it can tell how someone is feeling or when an egg might hatch.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png
532	Timburr	2' 00"	27.6	These Pokémon appear at building sites and help out with construction. They always carry squared logs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/532.png
533	Gurdurr	3' 11"	88.2	With strengthened bodies, they skillfully wield steel beams to take down buildings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/533.png
534	Conkeldurr	4' 07"	191.8	It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png
535	Tympole	1' 08"	9.9	By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png
536	Palpitoad	2' 07"	37.5	When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png
537	Seismitoad	4' 11"	136.7	It increases the power of its punches by vibrating the bumps on its fists. It can turn a boulder to rubble with one punch.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png
538	Throh	4' 03"	122.4	When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png
539	Sawk	4' 07"	112.4	Desiring the strongest karate chop, they seclude themselves in mountains and train without sleeping.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png
540	Sewaddle	1' 00"	5.5	This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png
541	Swadloon	1' 08"	16.1	Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png
542	Leavanny	3' 11"	45.2	Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png
543	Venipede	1' 04"	11.7	It discovers what is going on around it by using the feelers on its head and tail. It is brutally aggressive.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png
544	Whirlipede	3' 11"	129.0	Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png
545	Scolipede	8' 02"	442.0	It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png
546	Cottonee	1' 00"	1.3	When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png
547	Whimsicott	2' 04"	14.6	They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png
548	Petilil	1' 08"	14.6	The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png
549	Lilligant	3' 07"	35.9	The fragrance of the garland on its head has a relaxing effect. It withers if a Trainer does not take good care of it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png
550	Basculin	3' 03"	39.7	Red- and blue-striped Basculin are very violent and always fighting. They are also remarkably tasty.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png
551	Sandile	2' 04"	33.5	It moves along below the sand's surface, except for its nose and eyes. A dark membrane shields its eyes from the sun.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png
552	Krokorok	3' 03"	73.6	They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png
553	Krookodile	4' 11"	212.3	Very violent Pokémon, they try to clamp down on anything that moves in front of their eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png
554	Darumaka	2' 00"	82.7	Darumaka's droppings are hot, so people used to put them in their clothes to keep themselves warm.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png
555	Darmanitan	4' 03"	204.8	When one is injured in a fierce battle, it hardens into a stone-like form. Then it meditates and sharpens its mind.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png
556	Maractus	3' 03"	61.7	It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png
557	Dwebble	1' 00"	32.0	It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png
558	Crustle	4' 07"	440.9	It possesses legs of enormous strength, enabling it to carry heavy slabs for many days, even when crossing arid land.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png
559	Scraggy	2' 00"	26.0	Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png
560	Scrafty	3' 07"	66.1	It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png
561	Sigilyph	4' 07"	30.9	The guardians of an ancient city, they use their psychic power to attack enemies that invade their territory.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png
562	Yamask	1' 08"	3.3	These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png
563	Cofagrigus	5' 07"	168.7	It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png
